tourney_date,surface,tourney_level,round,winner_id,winner_name,winner_hand,winner_age,winner_height,winner_rank,winner_rank_points,winner_recent_wins,loser_id,loser_name,loser_hand,loser_age,loser_height,loser_rank,loser_rank_points,loser_recent_wins,winner_hard_exp,winner_clay_exp,winner_grass_exp,loser_hard_exp,loser_clay_exp,loser_grass_exp,rank_points_ratio,h2h_wins,target,rank_diff,exp_diff,recent_wins_diff,age_diff,momentum,rank_ratio,experience_gap,winner_days_since,loser_days_since,days_since_last_match,relative_momentum,rank_pressure,recovery_indicator
2000-02-21,Clay,A,R16,102227,Nicolas Lapentti,R,26.7,188.0,9.0,703.0,4,102839,Sargis Sargsian,R,23.5,180.0,57.0,1641.0,5,4,0,0,4,1,0,2.334281650071124,1,0,-938.0,-1,-1,3.1999999999999993,1,0.4283973187081048,-0.6931471805599453,-1540.0,17.0,-1557.0,-0.23809523809523814,0.0,1557.0
2000-02-21,Clay,A,R16,101086,Franco Squillari,L,35.3,183.0,46.0,432.0,4,102644,Ronald Agenor,R,24.5,180.0,91.0,772.0,3,3,0,0,4,0,0,1.787037037037037,1,0,-340.0,0,1,10.799999999999997,0,0.5595854922279793,0.0,-98.0,0.0,-98.0,0.08474576271186443,0.0,-98.0
2000-02-21,Clay,A,R32,103324,Orlin Stanoytchev,R,21.0,185.0,107.0,704.0,1,101969,Arnaud Di Pasquale,R,28.4,185.0,55.0,376.0,2,2,0,0,1,0,0,0.5340909090909091,1,0,328.0,0,-1,-7.399999999999999,0,1.872340425531915,0.0,-1631.0,-342.0,-1289.0,-0.11904761904761907,328.0,1289.0
2000-02-21,Clay,A,R16,101897,Guillermo Canas,R,28.9,185.0,74.0,1015.0,2,103084,Fernando Meligeni,L,22.2,180.0,29.0,551.0,0,0,0,0,2,0,0,0.5428571428571428,1,0,464.0,0,2,6.699999999999999,0,1.8421052631578947,0.0,-1155.0,-3430.0,2275.0,0.25974025974025977,464.0,4550.0
2000-02-21,Clay,A,R16,102024,Mariano Puerta,L,28.0,180.0,128.0,622.0,3,103264,Hernan Gumy,R,21.4,188.0,67.0,296.0,0,0,0,0,3,0,0,0.4758842443729904,1,0,326.0,0,3,6.600000000000001,0,2.1013513513513513,0.0,-364.0,0.0,-364.0,0.3947368421052631,326.0,-1092.0
2000-02-21,Clay,A,R32,102179,Hernan Gumy,R,27.0,188.0,67.0,428.0,4,102024,Antony Dupuis,R,28.0,185.0,95.0,622.0,2,2,0,0,4,0,0,1.4532710280373833,1,0,-194.0,0,2,-1.0,0,0.6881028938906752,0.0,-2240.0,-364.0,-1876.0,1.0,0.0,-3752.0
2000-02-21,Clay,A,R32,102167,Sargis Sargsian,R,27.1,180.0,57.0,257.0,0,102227,Juan Albert Viloca Puig,R,26.7,185.0,143.0,703.0,3,3,0,0,0,0,0,2.735408560311284,1,0,-446.0,0,-3,0.40000000000000213,0,0.3655761024182077,0.0,-342.0,-1960.0,1618.0,-2.1428571428571397,0.0,-4854.0
2000-02-21,Clay,A,R16,101969,Markus Hantschk,R,28.4,188.0,103.0,376.0,4,103082,Orlin Stanoytchev,R,22.3,185.0,107.0,387.0,4,4,0,0,4,0,0,1.0292553191489362,1,0,-11.0,0,0,6.099999999999998,0,0.9715762273901809,0.0,-98.0,0.0,-98.0,0.0,0.0,-0.0
2000-02-21,Clay,A,R16,102856,Juan Ignacio Chela,R,23.4,190.0,129.0,2056.0,3,103428,Gustavo Kuerten,R,20.5,190.0,6.0,296.0,0,0,1,0,2,2,0,0.1439688715953307,1,0,1760.0,-1,3,2.8999999999999986,-3,6.945945945945946,-0.4054651081081645,17.0,0.0,17.0,0.7692307692307695,1760.0,51.0
2000-02-21,Clay,A,SF,102644,Mariano Puerta,L,24.5,180.0,128.0,772.0,4,103264,Franco Squillari,L,21.4,183.0,46.0,296.0,0,0,0,0,4,2,0,0.3834196891191709,2,0,476.0,-2,4,3.1000000000000014,-8,2.608108108108108,-1.0986122886681098,-1631.0,0.0,-1631.0,0.9756097560975606,476.0,-6524.0
