tourney_date,surface,tourney_level,round,winner_id,winner_name,winner_hand,winner_age,winner_height,winner_rank,winner_rank_points,winner_recent_wins,loser_id,loser_name,loser_hand,loser_age,loser_height,loser_rank,loser_rank_points,loser_recent_wins,winner_hard_exp,winner_clay_exp,winner_grass_exp,loser_hard_exp,loser_clay_exp,loser_grass_exp,rank_points_ratio,h2h_wins
2006-05-01,Clay,A,R32,103823,Denis Gremelmayr,L,24.7,183.0,132.0,319.0,2,103909,Guillermo Coria,R,24.3,175.0,9.0,1800.0,9,3,0,0,42,35,8,0.1772222222222222,1
2006-05-01,Clay,A,R32,102845,Carlos Moya,R,29.7,190.0,39.0,835.0,13,103581,Flavio Saretta,R,25.8,183.0,89.0,432.0,4,111,158,6,22,38,5,1.9328703703703705,2
2006-05-01,Clay,A,R32,103105,Ruben Ramirez Hidalgo,R,28.3,183.0,93.0,423.0,5,104121,Tobias Summerer,R,23.2,185.0,239.0,154.0,0,0,23,0,2,2,1,2.7467532467532467,1
2006-05-01,Clay,A,SF,103900,David Nalbandian,R,24.3,180.0,4.0,2650.0,19,102287,Albert Portas,R,32.5,188.0,100.0,399.0,6,77,72,15,25,84,8,6.641604010025063,2
2006-05-01,Clay,A,QF,103786,Nikolay Davydenko,R,24.9,178.0,6.0,2360.0,20,104180,Gilles Muller,L,23.0,193.0,71.0,563.0,7,60,74,1,28,9,4,4.191829484902309,3
2006-05-01,Clay,A,QF,102845,Carlos Moya,R,29.7,190.0,39.0,835.0,13,104198,Guillermo Garcia Lopez,R,22.9,188.0,117.0,362.0,7,111,157,6,16,21,3,2.306629834254144,4
2006-05-01,Clay,A,QF,102287,Albert Portas,R,32.5,188.0,100.0,399.0,2,102925,Justin Gimelstob,R,29.3,196.0,97.0,407.0,6,6,70,3,51,6,13,0.9803439803439804,1
2006-05-01,Clay,A,QF,103900,David Nalbandian,R,24.3,180.0,4.0,2650.0,19,104523,Frederico Gil,R,21.1,173.0,246.0,151.0,1,77,71,15,1,3,0,17.549668874172184,1
2006-05-01,Clay,A,R16,103786,Nikolay Davydenko,R,24.9,178.0,6.0,2360.0,20,103498,Marat Safin,R,26.3,193.0,49.0,760.0,5,60,75,1,67,37,9,3.1052631578947367,4
2006-05-01,Clay,A,R16,104180,Gilles Muller,L,23.0,193.0,71.0,563.0,7,102839,Nicolas Lapentti,R,29.7,188.0,126.0,332.0,4,35,9,2,59,59,8,1.6957831325301205,2
2006-05-01,Clay,A,R16,104198,Guillermo Garcia Lopez,R,22.9,188.0,117.0,362.0,6,104122,Carlos Berlocq,R,23.2,183.0,82.0,480.0,7,10,17,3,2,6,0,0.7541666666666667,3
2006-05-01,Clay,A,R16,102845,Carlos Moya,R,29.7,190.0,39.0,835.0,13,102985,Gustavo Marcaccio,R,29.0,170.0,406.0,74.0,1,111,156,6,1,1,0,11.283783783783784,1
2006-05-01,Clay,A,R16,102925,Justin Gimelstob,R,29.3,196.0,97.0,407.0,4,103454,Nicolas Massu,R,26.6,183.0,32.0,945.0,10,29,0,13,60,64,9,0.4306878306878307,2
2006-05-01,Clay,A,R16,102287,Albert Portas,R,32.5,188.0,100.0,399.0,2,104792,Gael Monfils,R,19.7,193.0,35.0,894.0,8,6,69,3,17,8,3,0.4463087248322148,1
2006-05-01,Clay,A,R16,104523,Frederico Gil,R,21.1,173.0,246.0,151.0,0,104098,Dmitry Tursunov,R,23.4,185.0,33.0,920.0,11,1,2,0,31,6,5,0.1641304347826087,1
2006-05-01,Clay,A,R16,103900,David Nalbandian,R,24.3,180.0,4.0,2650.0,19,104871,Jeremy Chardy,R,19.2,188.0,522.0,45.0,0,77,73,15,0,0,0,20.0,1
2006-05-01,Clay,A,R32,103786,Nikolay Davydenko,R,24.9,178.0,6.0,2360.0,20,102434,Vincent Spadea,R,31.8,183.0,74.0,535.0,11,60,77,1,80,33,12,4.411214953271028,3
2006-05-01,Clay,A,R32,103498,Marat Safin,R,26.3,193.0,49.0,760.0,8,104926,Fabio Fognini,R,18.9,178.0,313.0,104.0,1,133,80,13,0,2,0,7.3076923076923075,2
2006-05-01,Clay,A,R32,102839,Nicolas Lapentti,R,29.7,188.0,126.0,332.0,0,104308,Michal Przysiezny,R,22.2,185.0,319.0,101.0,0,61,68,8,0,3,0,3.287128712871287,1
2006-05-01,Clay,A,R32,104180,Gilles Muller,L,23.0,193.0,71.0,563.0,7,103294,Christophe Rochus,R,27.4,170.0,38.0,835.0,10,35,8,2,54,65,15,0.6742514970059881,1
2006-05-01,Clay,A,R32,104122,Carlos Berlocq,R,23.2,183.0,82.0,480.0,1,103837,Didac Perez,R,24.6,178.0,578.0,36.0,0,1,0,0,0,5,0,13.333333333333334,1
2006-05-01,Clay,A,R32,104198,Guillermo Garcia Lopez,R,22.9,188.0,117.0,362.0,6,103209,Leonardo Azzaro,L,27.9,188.0,333.0,97.0,0,10,18,3,0,0,0,3.731958762886598,1
2006-05-01,Clay,A,R32,102985,Gustavo Marcaccio,R,29.0,170.0,406.0,74.0,1,102720,Tomas Zib,R,30.2,178.0,107.0,388.0,10,0,1,0,34,31,7,0.190721649484536,1
2006-05-01,Clay,A,R32,104019,Kristof Vliegen,R,23.9,193.0,50.0,753.0,16,104386,Janko Tipsarevic,R,21.9,180.0,101.0,398.0,7,20,17,0,18,10,4,1.8919597989949748,2
2006-05-01,Clay,A,R32,103454,Nicolas Massu,R,26.6,183.0,32.0,945.0,21,103171,Raemon Sluiter,R,28.0,185.0,108.0,388.0,6,63,112,6,44,31,17,2.435567010309278,6
2006-05-01,Clay,A,R32,102925,Justin Gimelstob,R,29.3,196.0,97.0,407.0,4,104160,Lukas Dlouhy,R,23.1,185.0,81.0,500.0,8,29,1,13,7,7,0,0.814,1
2006-05-01,Clay,A,R32,103503,Robin Vik,R,26.2,183.0,79.0,505.0,5,102783,Rainer Schuettler,R,30.0,180.0,76.0,523.0,7,5,3,1,90,55,16,0.965583173996176,1
2006-05-01,Clay,A,R32,104338,Juan Monaco,R,22.1,185.0,110.0,386.0,5,103387,Paradorn Srichaphan,R,26.9,185.0,36.0,845.0,9,5,30,0,104,29,16,0.4568047337278106,2
2006-05-01,Clay,A,R32,103781,Jurgen Melzer,L,24.9,183.0,70.0,575.0,6,104022,Mikhail Youzhny,R,23.8,183.0,40.0,830.0,8,31,37,10,64,39,14,0.6927710843373494,2
2006-05-01,Clay,A,R32,103752,Simon Greul,R,25.0,185.0,102.0,397.0,4,104081,Boris Pashanski,R,23.5,180.0,63.0,662.0,10,4,0,0,4,10,0,0.5996978851963746,1
2006-05-01,Clay,A,R32,103333,Ivo Karlovic,R,27.2,208.0,53.0,736.0,12,103163,Tommy Haas,R,28.1,188.0,25.0,1250.0,4,28,9,15,58,33,6,0.5888,4
2006-05-01,Clay,A,R32,103694,Olivier Rochus,R,25.3,168.0,30.0,980.0,13,103395,Julio Silva,R,26.8,173.0,203.0,188.0,0,61,37,18,2,3,0,5.212765957446808,1
2006-05-01,Clay,A,R32,103580,Alexander Peya,R,25.8,183.0,289.0,116.0,1,104010,Dieter Kindlmann,R,23.9,183.0,483.0,53.0,0,5,3,1,1,1,0,2.188679245283019,1
2006-05-01,Clay,A,R32,104417,Robin Soderling,R,21.7,193.0,57.0,720.0,10,103722,Florent Serra,R,25.2,180.0,48.0,782.0,8,41,9,6,10,10,0,0.9207161125319692,3
2006-05-01,Clay,A,F,103900,David Nalbandian,R,24.3,180.0,4.0,2650.0,19,103786,Nikolay Davydenko,R,24.9,178.0,6.0,2360.0,12,77,74,15,59,54,7,1.1228813559322033,7
2006-05-01,Clay,A,R32,102565,Alexander Waske,R,31.1,188.0,91.0,425.0,2,104252,Florian Mayer,R,22.6,190.0,75.0,528.0,9,4,8,4,22,23,4,0.8049242424242424,1
2006-05-01,Clay,A,SF,103786,Nikolay Davydenko,R,24.9,178.0,6.0,2360.0,20,102845,Carlos Moya,R,29.7,190.0,39.0,835.0,7,60,76,1,67,53,6,2.8263473053892216,2
2006-05-08,Clay,M,R64,102563,Thomas Johansson,R,31.1,180.0,14.0,1460.0,3,104926,Fabio Fognini,R,19.0,178.0,294.0,113.0,2,99,21,34,0,3,0,12.920353982300885,1
2006-05-08,Clay,M,R64,103602,Fernando Gonzalez,R,25.8,183.0,9.0,1640.0,12,104527,Stan Wawrinka,R,21.1,183.0,58.0,683.0,9,72,97,8,15,14,2,2.4011713030746704,5
2006-05-08,Clay,M,R64,104607,Tomas Berdych,R,20.6,196.0,21.0,1370.0,11,103387,Paradorn Srichaphan,R,26.9,185.0,36.0,880.0,10,29,25,3,104,30,16,1.556818181818182,2
2006-05-08,Clay,M,R64,103598,Xavier Malisse,R,25.8,185.0,41.0,836.0,15,103292,Gaston Gaudio,R,27.4,175.0,8.0,1800.0,10,85,28,17,56,68,4,0.4644444444444444,1
2006-05-08,Clay,M,R64,103103,Dominik Hrbaty,R,28.3,183.0,24.0,1270.0,10,103344,Ivan Ljubicic,R,27.1,193.0,4.0,2665.0,8,127,55,5,72,41,13,0.4765478424015009,2
2006-05-08,Clay,M,R64,102148,Fabrice Santoro,R,33.4,178.0,53.0,722.0,9,104338,Juan Monaco,R,22.1,185.0,124.0,351.0,10,102,24,17,15,28,1,2.056980056980057,1
2006-05-08,Clay,M,R64,104792,Gael Monfils,R,19.7,193.0,35.0,904.0,7,103163,Tommy Haas,R,28.1,188.0,25.0,1270.0,5,18,11,2,58,34,6,0.7118110236220473,2
2006-05-08,Clay,M,R64,104068,Robby Ginepri,R,23.6,183.0,17.0,1450.0,2,103018,Max Mirnyi,R,28.8,196.0,61.0,665.0,9,78,2,16,96,38,17,2.180451127819549,2
2006-05-08,Clay,M,R64,102257,Greg Rusedski,L,32.7,193.0,45.0,805.0,4,103990,Tommy Robredo,R,24.0,180.0,10.0,1630.0,12,93,7,41,65,44,11,0.4938650306748466,1
2006-05-08,Clay,M,R64,102999,Stefano Galvani,R,28.9,178.0,206.0,195.0,0,102562,Jiri Novak,R,31.1,190.0,98.0,411.0,0,1,5,1,70,49,11,0.4744525547445255,1
2006-05-08,Clay,M,R64,104571,Marcos Baghdatis,R,20.9,183.0,20.0,1374.0,15,103694,Olivier Rochus,R,25.3,168.0,29.0,1150.0,9,21,3,0,62,50,15,1.194782608695652,2
2006-05-08,Clay,M,R64,104053,Andy Roddick,R,23.7,188.0,5.0,2515.0,18,103812,Victor Hanescu,R,24.8,198.0,59.0,676.0,6,202,56,42,21,32,7,3.720414201183432,4
2006-05-08,Clay,M,R64,103722,Florent Serra,R,25.2,180.0,47.0,782.0,9,103484,James Blake,R,26.4,185.0,7.0,1910.0,9,9,10,0,65,22,13,0.4094240837696335,2
2006-05-08,Clay,M,R64,104339,Mario Ancic,R,22.1,196.0,15.0,1455.0,19,103632,Luis Horna,R,25.6,180.0,48.0,752.0,9,58,17,21,37,49,3,1.934840425531915,2
2006-05-08,Clay,M,R64,103498,Marat Safin,R,26.3,193.0,51.0,740.0,9,104559,Teymuraz Gabashvili,R,21.0,185.0,126.0,349.0,3,133,81,13,1,5,0,2.1203438395415475,1
2006-05-08,Clay,M,R64,103105,Ruben Ramirez Hidalgo,R,28.3,183.0,93.0,426.0,6,103909,Guillermo Coria,R,24.3,175.0,13.0,1465.0,10,0,25,0,42,36,8,0.2907849829351536,2
2006-05-08,Clay,M,R64,103017,Nicolas Kiefer,R,28.8,183.0,12.0,1560.0,10,103110,Daniele Bracciali,R,28.3,180.0,49.0,752.0,8,117,24,21,8,6,3,2.074468085106383,1
2006-05-08,Clay,M,R64,103252,Alberto Martin,R,27.7,175.0,77.0,514.0,10,102106,Davide Sanguinetti,R,33.7,188.0,66.0,630.0,9,48,94,2,71,38,19,0.8158730158730159,1
2006-05-08,Clay,M,R64,103908,Paul Henri Mathieu,R,24.3,185.0,40.0,838.0,10,103507,Juan Carlos Ferrero,R,26.2,183.0,27.0,1195.0,9,33,36,3,77,43,9,0.701255230125523,1
2006-05-08,Clay,M,R64,103900,David Nalbandian,R,24.3,180.0,3.0,2845.0,24,102950,Fernando Vicente,R,29.2,180.0,89.0,448.0,7,77,78,15,48,70,7,6.350446428571429,3
2006-05-08,Clay,M,R64,103786,Nikolay Davydenko,R,24.9,178.0,6.0,2495.0,24,104081,Boris Pashanski,R,23.5,180.0,62.0,662.0,11,60,79,1,4,11,0,3.768882175226586,1
2006-05-08,Clay,M,R64,104269,Fernando Verdasco,L,22.5,188.0,39.0,865.0,9,104620,Simone Bolelli,R,20.6,183.0,174.0,234.0,0,28,40,5,0,0,0,3.6965811965811968,3
2006-05-08,Clay,M,R64,104597,Nicolas Almagro,R,20.7,183.0,54.0,714.0,13,103454,Nicolas Massu,R,26.6,183.0,31.0,950.0,11,1,28,0,60,65,9,0.751578947368421,4
2006-05-08,Clay,M,R64,104076,Jose Acasuso,R,23.5,190.0,34.0,910.0,13,103970,David Ferrer,R,24.1,175.0,19.0,1385.0,10,14,80,0,38,50,5,0.6570397111913358,5
2006-05-08,Clay,M,R64,103285,Radek Stepanek,R,27.4,185.0,18.0,1420.0,17,103852,Feliciano Lopez,L,24.6,188.0,43.0,830.0,11,52,47,13,58,42,8,1.710843373493976,8
2006-05-08,Clay,M,R64,103813,Jarkko Nieminen,L,24.8,185.0,16.0,1455.0,24,103206,Sebastien Grosjean,R,27.9,175.0,22.0,1340.0,6,83,50,4,78,36,13,1.085820895522388,1
2006-05-08,Clay,M,R64,103808,Potito Starace,R,24.8,188.0,81.0,497.0,7,104098,Dmitry Tursunov,R,23.4,185.0,32.0,920.0,12,6,29,0,31,7,5,0.5402173913043479,3
2006-05-08,Clay,M,R64,103819,Roger Federer,R,24.7,185.0,1.0,7160.0,37,103428,Juan Ignacio Chela,R,26.7,190.0,30.0,975.0,9,238,74,51,70,61,5,7.343589743589743,6
2006-05-08,Clay,M,R64,102450,Tim Henman,R,31.7,185.0,70.0,570.0,10,103035,Alessio Di Mauro,L,28.7,185.0,78.0,509.0,4,148,48,37,0,13,1,1.119842829076621,1
2006-05-08,Clay,M,R64,103835,Filippo Volandri,R,24.7,183.0,46.0,796.0,14,104918,Andy Murray,R,19.0,191.0,44.0,807.0,10,6,84,1,11,4,3,0.98636926889715,1
2006-05-08,Clay,M,R64,104022,Mikhail Youzhny,R,23.9,183.0,38.0,865.0,9,104312,Andreas Seppi,R,22.2,190.0,55.0,713.0,11,66,41,19,14,19,2,1.2131837307152875,5
2006-05-08,Clay,M,R32,103819,Roger Federer,R,24.7,185.0,1.0,7160.0,37,103808,Potito Starace,R,24.8,188.0,81.0,497.0,9,238,75,51,10,24,2,14.406438631790744,7
2006-05-08,Clay,M,R32,103602,Fernando Gonzalez,R,25.8,183.0,9.0,1640.0,12,104022,Mikhail Youzhny,R,23.9,183.0,38.0,865.0,9,72,99,8,64,40,14,1.8959537572254332,4
2006-05-08,Clay,M,R32,102450,Tim Henman,R,31.7,185.0,70.0,570.0,10,102563,Thomas Johansson,R,31.1,180.0,14.0,1460.0,5,148,49,37,75,27,11,0.3904109589041096,4
2006-05-08,Clay,M,R32,104745,Rafael Nadal,L,19.9,185.0,2.0,4135.0,22,103835,Filippo Volandri,R,24.7,183.0,46.0,796.0,9,51,86,3,19,49,4,5.194723618090452,3
2006-05-08,Clay,M,R16,103819,Roger Federer,R,24.7,185.0,1.0,7160.0,37,103285,Radek Stepanek,R,27.4,185.0,18.0,1420.0,10,238,77,51,48,30,8,5.042253521126761,14
2006-05-08,Clay,M,R16,103900,David Nalbandian,R,24.3,180.0,3.0,2845.0,24,103252,Alberto Martin,R,27.7,175.0,77.0,514.0,10,77,76,15,70,82,12,5.535019455252918,2
2006-05-08,Clay,M,R16,104339,Mario Ancic,R,22.1,196.0,15.0,1455.0,19,103105,Ruben Ramirez Hidalgo,R,28.3,183.0,93.0,426.0,5,58,15,21,7,35,1,3.415492957746479,2
2006-05-08,Clay,M,R16,104053,Andy Roddick,R,23.7,188.0,5.0,2515.0,18,102257,Greg Rusedski,L,32.7,193.0,45.0,805.0,7,202,54,42,67,20,16,3.124223602484472,6
2006-05-08,Clay,M,R32,104607,Tomas Berdych,R,20.6,196.0,21.0,1370.0,11,103598,Xavier Malisse,R,25.8,185.0,41.0,836.0,8,29,24,3,73,27,10,1.638755980861244,1
2006-05-08,Clay,M,R16,104792,Gael Monfils,R,19.7,193.0,35.0,904.0,7,102148,Fabrice Santoro,R,33.4,178.0,53.0,722.0,9,18,8,2,84,31,11,1.2520775623268698,1
2006-05-08,Clay,M,R16,104745,Rafael Nadal,L,19.9,185.0,2.0,4135.0,22,102450,Tim Henman,R,31.7,185.0,70.0,570.0,8,51,85,3,73,31,13,7.254385964912281,2
2006-05-08,Clay,M,QF,103819,Roger Federer,R,24.7,185.0,1.0,7160.0,37,104597,Nicolas Almagro,R,20.7,183.0,54.0,714.0,5,238,76,51,5,29,1,10.028011204481793,5
2006-05-08,Clay,M,QF,103900,David Nalbandian,R,24.3,180.0,3.0,2845.0,24,104339,Mario Ancic,R,22.1,196.0,15.0,1455.0,10,77,75,15,49,16,10,1.9553264604811,4
2006-05-08,Clay,M,QF,104745,Rafael Nadal,L,19.9,185.0,2.0,4135.0,22,103602,Fernando Gonzalez,R,25.8,183.0,9.0,1640.0,8,51,84,3,51,42,6,2.5213414634146343,7
2006-05-08,Clay,M,SF,103819,Roger Federer,R,24.7,185.0,1.0,7160.0,37,103900,David Nalbandian,R,24.3,180.0,3.0,2845.0,6,238,78,51,44,36,4,2.516695957820738,10
2006-05-08,Clay,M,SF,104745,Rafael Nadal,L,19.9,185.0,2.0,4135.0,22,104792,Gael Monfils,R,19.7,193.0,35.0,904.0,9,51,87,3,17,9,3,4.574115044247788,14
2006-05-08,Clay,M,F,104745,Rafael Nadal,L,19.9,185.0,2.0,4135.0,22,103819,Roger Federer,R,24.7,185.0,1.0,7160.0,3,51,89,3,53,25,9,0.577513966480447,24
2006-05-08,Clay,M,R16,103602,Fernando Gonzalez,R,25.8,183.0,9.0,1640.0,12,104607,Tomas Berdych,R,20.6,196.0,21.0,1370.0,10,72,98,8,28,20,4,1.197080291970803,4
2006-05-08,Clay,M,R32,102148,Fabrice Santoro,R,33.4,178.0,53.0,722.0,9,103103,Dominik Hrbaty,R,28.3,183.0,24.0,1270.0,9,102,23,17,94,52,10,0.568503937007874,3
2006-05-08,Clay,M,R32,104792,Gael Monfils,R,19.7,193.0,35.0,904.0,7,104068,Robby Ginepri,R,23.6,183.0,17.0,1450.0,8,18,9,2,64,12,11,0.623448275862069,2
2006-05-08,Clay,M,R32,102257,Greg Rusedski,L,32.7,193.0,45.0,805.0,4,102999,Stefano Galvani,R,28.9,178.0,206.0,195.0,1,93,6,41,6,9,2,4.128205128205129,1
2006-05-08,Clay,M,R32,103285,Radek Stepanek,R,27.4,185.0,18.0,1420.0,17,103813,Jarkko Nieminen,L,24.8,185.0,16.0,1455.0,10,52,48,13,62,25,7,0.9759450171821306,4
2006-05-08,Clay,M,R32,104597,Nicolas Almagro,R,20.7,183.0,54.0,714.0,13,104076,Jose Acasuso,R,23.5,190.0,34.0,910.0,6,1,27,0,31,54,7,0.7846153846153846,6
2006-05-08,Clay,M,R32,103786,Nikolay Davydenko,R,24.9,178.0,6.0,2495.0,24,104269,Fernando Verdasco,L,22.5,188.0,39.0,865.0,9,60,78,1,35,31,6,2.884393063583815,7
2006-05-08,Clay,M,R32,103900,David Nalbandian,R,24.3,180.0,3.0,2845.0,24,103908,Paul Henri Mathieu,R,24.3,185.0,40.0,838.0,10,77,77,15,33,39,6,3.394988066825776,4
2006-05-08,Clay,M,R32,103252,Alberto Martin,R,27.7,175.0,77.0,514.0,10,103017,Nicolas Kiefer,R,28.8,183.0,12.0,1560.0,5,48,93,2,76,29,12,0.3294871794871795,1
2006-05-08,Clay,M,R64,104745,Rafael Nadal,L,19.9,185.0,2.0,4135.0,22,102845,Carlos Moya,R,29.7,190.0,33.0,920.0,8,51,88,3,67,54,6,4.494565217391305,6
2006-05-08,Clay,M,QF,104792,Gael Monfils,R,19.7,193.0,35.0,904.0,7,104053,Andy Roddick,R,23.7,188.0,5.0,2515.0,7,18,10,2,58,22,8,0.3594433399602386,5
2006-05-08,Clay,M,R32,103105,Ruben Ramirez Hidalgo,R,28.3,183.0,93.0,426.0,6,103498,Marat Safin,R,26.3,193.0,51.0,740.0,6,0,24,0,67,38,9,0.5756756756756757,1
2006-05-08,Clay,M,R32,104339,Mario Ancic,R,22.1,196.0,15.0,1455.0,19,103722,Florent Serra,R,25.2,180.0,47.0,782.0,9,58,16,21,10,11,0,1.860613810741688,3
2006-05-08,Clay,M,R32,104053,Andy Roddick,R,23.7,188.0,5.0,2515.0,18,104571,Marcos Baghdatis,R,20.9,183.0,20.0,1374.0,6,202,55,42,15,2,2,1.8304221251819504,3
2006-05-15,Clay,M,R64,103813,Jarkko Nieminen,L,24.8,185.0,17.0,1450.0,25,102106,Davide Sanguinetti,R,33.7,188.0,64.0,620.0,10,83,52,4,71,39,19,2.338709677419355,4
2006-05-15,Clay,M,R64,104312,Andreas Seppi,R,22.2,190.0,70.0,578.0,11,104527,Stan Wawrinka,R,21.1,183.0,56.0,683.0,10,10,22,1,15,15,2,0.8462664714494875,3
2006-05-15,Clay,M,R64,104198,Guillermo Garcia Lopez,R,22.9,188.0,105.0,404.0,8,104022,Mikhail Youzhny,R,23.9,183.0,37.0,865.0,10,10,19,3,64,41,14,0.4670520231213872,6
2006-05-15,Clay,M,R64,104918,Andy Murray,R,19.0,191.0,46.0,797.0,11,104792,Gael Monfils,R,19.7,193.0,29.0,1110.0,10,17,1,5,17,10,3,0.718018018018018,4
2006-05-15,Clay,M,R64,103786,Nikolay Davydenko,R,25.0,178.0,6.0,2345.0,23,103454,Nicolas Massu,R,26.6,183.0,32.0,920.0,12,60,82,1,60,66,9,2.5489130434782608,2
2006-05-15,Clay,M,R32,103602,Fernando Gonzalez,R,25.8,183.0,8.0,1730.0,14,103103,Dominik Hrbaty,R,28.4,183.0,25.0,1230.0,10,72,100,8,94,53,10,1.4065040650406504,3
2006-05-15,Clay,M,R64,103484,James Blake,R,26.4,185.0,7.0,1865.0,21,102845,Carlos Moya,R,29.7,190.0,31.0,925.0,9,112,19,11,67,55,6,2.016216216216216,6
2006-05-15,Clay,M,R64,103294,Christophe Rochus,R,27.4,170.0,69.0,595.0,9,103387,Paradorn Srichaphan,R,26.9,185.0,35.0,880.0,11,29,51,3,104,31,16,0.6761363636363636,2
2006-05-15,Clay,M,R64,104339,Mario Ancic,R,22.1,196.0,13.0,1505.0,22,102565,Alexander Waske,R,31.1,188.0,92.0,435.0,5,58,19,21,13,17,7,3.4597701149425286,2
2006-05-15,Clay,M,R32,104269,Fernando Verdasco,L,22.5,188.0,34.0,895.0,10,104925,Novak Djokovic,R,19.0,188.0,71.0,577.0,7,28,43,5,8,8,1,1.5511265164644714,4
2006-05-15,Clay,M,R64,103722,Florent Serra,R,25.2,180.0,44.0,802.0,10,104607,Tomas Berdych,R,20.7,196.0,18.0,1410.0,11,9,11,0,28,21,4,0.5687943262411348,1
2006-05-15,Clay,M,R64,104019,Kristof Vliegen,R,23.9,193.0,41.0,837.0,20,104755,Richard Gasquet,R,19.9,183.0,43.0,825.0,9,20,19,0,16,17,5,1.0145454545454546,2
2006-05-15,Clay,M,R64,103908,Paul Henri Mathieu,R,24.3,185.0,38.0,860.0,11,102563,Thomas Johansson,R,31.1,180.0,14.0,1490.0,6,33,38,3,75,28,11,0.5771812080536913,2
2006-05-15,Clay,M,R64,103970,David Ferrer,R,24.1,175.0,20.0,1385.0,15,103852,Feliciano Lopez,L,24.6,188.0,45.0,800.0,12,35,72,2,58,43,8,1.73125,11
2006-05-15,Clay,M,R64,103581,Flavio Saretta,R,25.9,183.0,101.0,408.0,4,103498,Marat Safin,R,26.3,193.0,51.0,740.0,7,17,38,6,67,39,9,0.5513513513513514,1
2006-05-15,Clay,M,R64,103507,Juan Carlos Ferrero,R,26.3,183.0,28.0,1110.0,11,103694,Olivier Rochus,R,25.3,168.0,27.0,1150.0,10,122,141,12,62,51,15,0.9652173913043478,2
2006-05-15,Clay,M,R64,102783,Rainer Schuettler,R,30.1,180.0,77.0,538.0,7,104160,Lukas Dlouhy,R,23.1,185.0,86.0,458.0,9,132,46,22,7,8,0,1.1746724890829694,1
2006-05-15,Clay,M,R64,103602,Fernando Gonzalez,R,25.8,183.0,8.0,1730.0,14,104098,Dmitry Tursunov,R,23.4,185.0,33.0,910.0,13,72,101,8,31,8,5,1.901098901098901,4
2006-05-15,Clay,M,R64,103990,Tommy Robredo,R,24.0,180.0,12.0,1560.0,14,102562,Jiri Novak,R,31.1,190.0,128.0,341.0,1,79,100,16,70,50,11,4.574780058651027,1
2006-05-15,Clay,M,R64,103103,Dominik Hrbaty,R,28.4,183.0,25.0,1230.0,11,104252,Florian Mayer,R,22.6,190.0,76.0,548.0,10,127,56,5,22,24,4,2.244525547445256,3
2006-05-15,Clay,M,QF,103990,Tommy Robredo,R,24.0,180.0,12.0,1560.0,14,103970,David Ferrer,R,24.1,175.0,20.0,1385.0,11,79,98,16,38,51,5,1.1263537906137184,2
2006-05-15,Clay,M,R64,104925,Novak Djokovic,R,19.0,188.0,71.0,577.0,10,103909,Guillermo Coria,R,24.3,175.0,21.0,1345.0,8,7,5,2,42,37,8,0.428996282527881,1
2006-05-15,Clay,M,R32,104468,Gilles Simon,R,21.4,183.0,53.0,703.0,13,103292,Gaston Gaudio,R,27.4,175.0,9.0,1730.0,9,6,14,0,56,69,4,0.4063583815028901,1
2006-05-15,Clay,M,R32,103018,Max Mirnyi,R,28.9,196.0,59.0,665.0,4,103017,Nicolas Kiefer,R,28.9,183.0,11.0,1560.0,6,108,29,18,76,30,12,0.4262820512820512,1
2006-05-15,Clay,M,R32,103285,Radek Stepanek,R,27.5,185.0,16.0,1460.0,19,103451,Bjorn Phau,R,26.6,175.0,65.0,608.0,10,52,52,13,26,15,3,2.401315789473684,1
2006-05-15,Clay,M,R32,103507,Juan Carlos Ferrero,R,26.3,183.0,28.0,1110.0,11,102783,Rainer Schuettler,R,30.1,180.0,77.0,538.0,8,122,142,12,90,56,16,2.063197026022305,4
2006-05-15,Clay,M,R16,103970,David Ferrer,R,24.1,175.0,20.0,1385.0,15,103507,Juan Carlos Ferrero,R,26.3,183.0,28.0,1110.0,10,35,73,2,77,44,9,1.2477477477477477,7
2006-05-15,Clay,M,R16,103990,Tommy Robredo,R,24.0,180.0,12.0,1560.0,14,103908,Paul Henri Mathieu,R,24.3,185.0,38.0,860.0,11,79,99,16,33,40,6,1.813953488372093,5
2006-05-15,Clay,M,R16,103786,Nikolay Davydenko,R,25.0,178.0,6.0,2345.0,23,103813,Jarkko Nieminen,L,24.8,185.0,17.0,1450.0,11,60,81,1,62,26,7,1.6172413793103448,4
2006-05-15,Clay,M,R16,104339,Mario Ancic,R,22.1,196.0,13.0,1505.0,22,103484,James Blake,R,26.4,185.0,7.0,1865.0,10,58,18,21,65,23,13,0.806970509383378,3
2006-05-15,Clay,M,R16,104269,Fernando Verdasco,L,22.5,188.0,34.0,895.0,10,103602,Fernando Gonzalez,R,25.8,183.0,8.0,1730.0,8,28,42,5,51,43,6,0.5173410404624278,3
2006-05-15,Clay,M,R16,104076,Jose Acasuso,R,23.6,190.0,30.0,940.0,14,103206,Sebastien Grosjean,R,28.0,175.0,23.0,1270.0,7,14,84,0,78,37,13,0.7401574803149606,2
2006-05-15,Clay,M,R16,103018,Max Mirnyi,R,28.9,196.0,59.0,665.0,4,104468,Gilles Simon,R,21.4,183.0,53.0,703.0,6,108,27,18,8,5,0,0.945945945945946,1
2006-05-15,Clay,M,R16,103285,Radek Stepanek,R,27.5,185.0,16.0,1460.0,19,104417,Robin Soderling,R,21.7,193.0,54.0,700.0,7,52,50,13,35,18,7,2.085714285714286,2
